"code","used","created_at","used_by_user_id","created_by_user_id"
"PV-D71H-CSEG",False,"2026-02-18 04:27:28.479",NULL,1
"PV-HVU3-8QIU",False,"2026-02-17 14:29:00.898",NULL,1
"PV-SHEB-Z5P9",False,"2026-02-17 10:55:42.591",NULL,1
